subscription_id,customer_id,plan,monthly_revenue,is_churned,created_at
1292,1292,Enterprise,499,1,2023-02-13
1293,1293,Enterprise,99,1,2024-05-26
1294,1294,Professional,499,0,2023-06-26
1295,1295,Professional,49,0,2024-01-14
1296,1296,Enterprise,999,0,2023-07-23
1297,1297,Professional,199,1,2023-11-16
1298,1298,Basic,49,0,2023-10-22
1299,1299,Basic,49,1,2023-05-09
1300,1300,Professional,99,0,2024-06-20
1301,1301,Enterprise,49,0,2023-01-11
1302,1302,Professional,999,1,2024-03-16
1303,1303,Enterprise,49,1,2023-03-21
1304,1304,Enterprise,999,0,2023-05-08
1305,1305,Basic,199,0,2023-07-15
1306,1306,Enterprise,499,0,2024-02-09
1307,1307,Basic,199,1,2023-10-24
1308,1308,Basic,199,0,2024-09-06
1309,1309,Basic,99,1,2023-11-20
1310,1310,Enterprise,49,0,2024-03-30
1311,1311,Basic,99,0,2024-06-13
1312,1312,Professional,49,0,2023-12-06
1313,1313,Basic,49,0,2024-04-19
1314,1314,Enterprise,999,0,2024-10-18
1315,1315,Professional,499,0,2023-01-06
1316,1316,Basic,499,0,2024-10-27
1317,1317,Enterprise,499,0,2024-09-23
1318,1318,Professional,499,0,2023-03-07
1319,1319,Enterprise,999,0,2023-10-16
1320,1320,Enterprise,199,0,2023-06-01
1321,1321,Basic,499,0,2024-07-13
1322,1322,Enterprise,999,0,2023-06-26
1323,1323,Professional,99,0,2023-07-21
1324,1324,Basic,199,0,2024-07-08
1325,1325,Basic,99,0,2024-01-25
1326,1326,Enterprise,999,0,2023-02-20
1327,1327,Professional,499,0,2023-10-29
1328,1328,Enterprise,199,0,2024-07-04
1329,1329,Basic,99,0,2024-02-29
1330,1330,Enterprise,99,0,2024-11-30
1331,1331,Professional,199,0,2023-11-19
1332,1332,Basic,99,0,2023-03-12
1333,1333,Professional,99,0,2023-02-12
1334,1334,Enterprise,99,0,2023-03-06
1335,1335,Enterprise,999,0,2024-07-26
1336,1336,Basic,49,0,2023-03-23
1337,1337,Basic,499,0,2023-01-24
1338,1338,Professional,99,0,2024-06-21
1339,1339,Basic,199,0,2023-06-12
1340,1340,Enterprise,499,0,2023-02-11
1341,1341,Professional,99,0,2024-03-06
1342,1342,Professional,999,0,2023-02-25
1343,1343,Professional,199,0,2023-11-04
1344,1344,Basic,999,0,2023-12-06
1345,1345,Enterprise,99,1,2023-05-30
1346,1346,Enterprise,999,0,2023-02-17
1347,1347,Professional,999,0,2023-06-14
1348,1348,Enterprise,499,0,2024-07-31
1349,1349,Basic,499,0,2024-05-18
1350,1350,Basic,49,0,2023-06-25
1351,1351,Basic,99,1,2024-09-28
1352,1352,Professional,999,0,2024-03-16
1353,1353,Basic,499,0,2024-07-21
1354,1354,Enterprise,999,0,2023-03-01
1355,1355,Basic,99,0,2023-10-14
1356,1356,Professional,999,1,2024-02-24
1357,1357,Professional,499,0,2023-01-28
1358,1358,Enterprise,99,0,2023-04-14
1359,1359,Basic,99,0,2024-11-09
1360,1360,Enterprise,999,0,2023-07-07
1361,1361,Basic,49,0,2023-04-20
1362,1362,Enterprise,999,0,2023-03-06
1363,1363,Basic,999,0,2024-06-18
1364,1364,Enterprise,499,0,2024-10-12
1365,1365,Basic,49,0,2024-08-15
1366,1366,Basic,49,0,2024-06-25
1367,1367,Basic,499,1,2023-05-12
1368,1368,Enterprise,499,0,2023-08-03
1369,1369,Basic,99,0,2023-05-10
1370,1370,Professional,999,0,2023-11-02
1371,1371,Enterprise,199,0,2023-06-15
1372,1372,Professional,99,0,2023-06-27
1373,1373,Basic,99,0,2024-11-01
1374,1374,Enterprise,49,0,2024-08-24
1375,1375,Basic,199,0,2024-04-21
1376,1376,Professional,49,1,2024-10-27
1377,1377,Professional,999,0,2023-01-23
1378,1378,Basic,49,0,2024-02-23
1379,1379,Professional,99,0,2023-10-24
1380,1380,Enterprise,49,0,2023-04-15
1381,1381,Basic,199,1,2023-05-18
1382,1382,Enterprise,199,0,2024-03-25
1383,1383,Enterprise,99,0,2023-08-27
1384,1384,Enterprise,99,0,2023-07-05
1385,1385,Enterprise,199,0,2023-05-16
1386,1386,Professional,199,0,2024-10-15
1387,1387,Enterprise,499,0,2023-05-19
1388,1388,Professional,199,0,2023-01-04
1389,1389,Enterprise,499,0,2023-08-01
1390,1390,Professional,499,0,2024-05-30
1391,1391,Enterprise,99,0,2024-04-20
1392,1392,Professional,499,0,2024-03-17
1393,1393,Enterprise,999,0,2023-05-22
1394,1394,Enterprise,999,0,2023-06-07
1395,1395,Professional,499,0,2023-02-12
1396,1396,Professional,199,0,2023-03-04
1397,1397,Professional,99,0,2023-11-28
1398,1398,Professional,499,0,2024-04-07
1399,1399,Basic,999,0,2024-08-09
1400,1400,Basic,199,0,2023-11-09
1401,1401,Basic,999,0,2023-12-09
1402,1402,Professional,199,0,2024-10-23
1403,1403,Basic,99,1,2023-12-27
1404,1404,Basic,999,0,2024-09-16
1405,1405,Professional,999,0,2023-04-21
1406,1406,Professional,99,0,2023-11-25
1407,1407,Enterprise,49,1,2024-04-13
1408,1408,Enterprise,499,0,2023-07-28
1409,1409,Professional,999,0,2024-11-10
1410,1410,Professional,199,0,2024-02-24
1411,1411,Professional,499,1,2023-12-31
1412,1412,Basic,499,0,2023-08-17
1413,1413,Basic,99,1,2023-05-06
1414,1414,Enterprise,49,0,2024-11-19
1415,1415,Professional,199,0,2024-04-27
1416,1416,Basic,49,0,2024-01-21
1417,1417,Enterprise,999,0,2024-04-08
1418,1418,Basic,99,0,2023-10-10
1419,1419,Basic,999,0,2024-03-22
1420,1420,Enterprise,49,0,2023-12-12
1421,1421,Enterprise,199,0,2024-01-15
1422,1422,Basic,199,0,2023-10-24
1423,1423,Professional,999,1,2024-10-11
1424,1424,Enterprise,999,1,2023-07-23
1425,1425,Professional,99,0,2023-12-01
1426,1426,Professional,999,1,2023-06-07
1427,1427,Basic,499,0,2023-04-11
1428,1428,Professional,999,0,2024-03-22
1429,1429,Basic,49,0,2023-08-10
1430,1430,Professional,99,0,2024-04-10
1431,1431,Basic,49,1,2023-12-31
1432,1432,Basic,499,0,2023-12-17
1433,1433,Enterprise,999,0,2023-04-06
1434,1434,Professional,99,0,2023-04-28
1435,1435,Professional,499,0,2024-01-25
1436,1436,Enterprise,199,0,2024-09-28
1437,1437,Basic,499,0,2024-08-12
1438,1438,Professional,199,0,2023-02-20
1439,1439,Professional,499,0,2024-11-15
1440,1440,Basic,499,0,2023-09-30
1441,1441,Enterprise,49,1,2023-11-26
1442,1442,Enterprise,99,1,2024-03-08
1443,1443,Enterprise,999,0,2023-09-14
1444,1444,Enterprise,99,0,2023-09-28
1445,1445,Professional,49,1,2024-09-05
1446,1446,Professional,199,0,2023-07-18
1447,1447,Professional,999,0,2024-07-13
1448,1448,Enterprise,999,0,2023-07-22
1449,1449,Basic,999,0,2024-08-13
1450,1450,Basic,49,0,2023-08-09
1451,1451,Enterprise,499,0,2024-09-06
1452,1452,Professional,49,0,2024-03-17
1453,1453,Enterprise,999,0,2024-10-28
1454,1454,Enterprise,999,0,2024-05-30
1455,1455,Basic,99,0,2024-01-30
1456,1456,Enterprise,999,0,2023-08-28
1457,1457,Enterprise,999,0,2024-09-21
1458,1458,Professional,99,0,2024-10-01
1459,1459,Basic,49,0,2024-05-12
1460,1460,Enterprise,49,0,2023-02-07
1461,1461,Basic,49,0,2024-01-18
1462,1462,Professional,499,0,2024-07-30
1463,1463,Basic,99,1,2023-09-14
1464,1464,Basic,99,0,2024-02-17
1465,1465,Professional,49,0,2024-07-26
1466,1466,Basic,499,0,2024-07-15
1467,1467,Basic,499,0,2023-05-19
1468,1468,Basic,49,0,2023-03-29
1469,1469,Professional,199,0,2024-08-28
1470,1470,Basic,499,0,2023-08-07
1471,1471,Professional,999,0,2023-06-30
1472,1472,Professional,199,1,2024-04-17
1473,1473,Enterprise,999,0,2024-04-30
1474,1474,Basic,199,0,2024-09-16
1475,1475,Professional,99,0,2023-05-27
1476,1476,Enterprise,49,0,2024-10-29
1477,1477,Basic,999,0,2024-11-10
1478,1478,Enterprise,99,0,2024-01-14
1479,1479,Basic,199,0,2023-12-03
1480,1480,Professional,99,1,2024-07-19
1481,1481,Enterprise,49,1,2024-06-26
1482,1482,Professional,999,0,2024-01-26
1483,1483,Professional,199,0,2024-04-08
1484,1484,Enterprise,49,0,2024-07-15
1485,1485,Enterprise,499,0,2023-02-28
1486,1486,Basic,499,0,2023-03-31
1487,1487,Enterprise,99,1,2023-02-21
1488,1488,Enterprise,99,0,2024-11-02
1489,1489,Basic,999,0,2023-01-28
1490,1490,Professional,199,0,2024-09-11
1491,1491,Basic,99,0,2024-05-15
1492,1492,Basic,999,0,2024-04-11
1493,1493,Enterprise,49,0,2024-01-23
1494,1494,Basic,999,0,2024-01-22
1495,1495,Enterprise,99,0,2023-08-01
1496,1496,Professional,49,1,2024-03-26
1497,1497,Professional,49,1,2023-11-30
1498,1498,Enterprise,49,1,2023-11-29
1499,1499,Basic,49,0,2023-11-21
1500,1500,Basic,99,0,2024-04-16
1501,1501,Enterprise,99,0,2024-07-17
1502,1502,Basic,999,1,2023-09-05
1503,1503,Professional,999,0,2024-04-14
1504,1504,Basic,999,0,2023-11-08
1505,1505,Basic,499,0,2024-03-31
1506,1506,Enterprise,99,1,2024-04-26
1507,1507,Basic,499,0,2023-07-19
1508,1508,Basic,499,0,2023-03-03
1509,1509,Enterprise,99,0,2023-04-25
1510,1510,Basic,99,0,2024-01-22
1511,1511,Enterprise,999,0,2024-09-15
1512,1512,Professional,999,0,2024-03-23
1513,1513,Professional,49,0,2024-04-17
1514,1514,Basic,999,0,2024-05-04
1515,1515,Basic,199,0,2024-01-22
1516,1516,Professional,999,0,2024-02-15
1517,1517,Basic,49,0,2024-08-05
1518,1518,Professional,49,1,2024-06-27
1519,1519,Professional,49,0,2023-07-03
1520,1520,Basic,199,1,2024-09-28
1521,1521,Basic,49,0,2023-09-22
1522,1522,Basic,99,1,2023-01-08
1523,1523,Basic,199,1,2024-05-31
1524,1524,Professional,999,0,2024-03-13
1525,1525,Basic,199,0,2024-11-25
1526,1526,Enterprise,49,0,2023-08-19
1527,1527,Basic,199,0,2023-12-11
1528,1528,Basic,199,0,2024-07-29
1529,1529,Basic,49,0,2023-02-02
1530,1530,Basic,199,0,2023-01-29
1531,1531,Professional,199,0,2023-07-16
1532,1532,Basic,99,0,2024-07-19
1533,1533,Basic,999,0,2023-08-17
1534,1534,Professional,99,0,2023-09-15
1535,1535,Basic,49,0,2023-02-28
1536,1536,Enterprise,199,1,2023-02-10
1537,1537,Enterprise,49,0,2024-06-25
1538,1538,Basic,999,0,2023-10-20
1539,1539,Basic,99,1,2024-02-24
1540,1540,Enterprise,199,0,2024-05-02
1541,1541,Basic,99,0,2023-12-25
1542,1542,Basic,999,0,2024-03-24
1543,1543,Enterprise,49,0,2023-05-23
1544,1544,Basic,49,0,2023-06-13
1545,1545,Enterprise,499,0,2024-08-25
1546,1546,Professional,49,0,2024-08-29
1547,1547,Professional,999,0,2024-09-15
1548,1548,Professional,499,1,2023-11-02
1549,1549,Enterprise,199,0,2024-07-03
1550,1550,Basic,499,1,2023-03-27
1551,1551,Enterprise,999,1,2024-08-29
1552,1552,Professional,499,0,2023-01-24
1553,1553,Basic,49,0,2024-03-25
1554,1554,Basic,49,0,2024-02-24
1555,1555,Basic,999,0,2023-06-19
1556,1556,Basic,499,0,2023-12-04
1557,1557,Professional,49,0,2024-07-22
1558,1558,Basic,999,1,2023-10-30
1559,1559,Enterprise,99,0,2024-05-17
1560,1560,Basic,99,0,2023-05-18
1561,1561,Basic,199,1,2023-02-09
1562,1562,Professional,499,1,2024-01-16
1563,1563,Professional,49,0,2023-03-11
1564,1564,Basic,999,1,2023-01-24
1565,1565,Professional,499,0,2024-11-01
1566,1566,Professional,49,0,2024-01-12
1567,1567,Professional,999,0,2023-01-31
1568,1568,Professional,199,0,2023-08-23
1569,1569,Enterprise,99,0,2024-08-05
1570,1570,Basic,499,0,2023-11-13
1571,1571,Basic,999,0,2024-05-16
1572,1572,Basic,49,0,2024-07-27
1573,1573,Enterprise,199,0,2024-11-05
1574,1574,Basic,99,0,2023-11-03
1575,1575,Enterprise,499,0,2023-09-28
1576,1576,Enterprise,999,0,2024-01-03
1577,1577,Basic,99,0,2024-08-14
1578,1578,Enterprise,99,0,2023-07-21
1579,1579,Enterprise,199,0,2023-09-21
1580,1580,Professional,999,0,2023-04-20
1581,1581,Basic,99,0,2023-06-15
1582,1582,Enterprise,199,0,2023-07-24
1583,1583,Enterprise,49,0,2023-08-29
1584,1584,Professional,499,1,2024-06-30
1585,1585,Basic,499,0,2024-06-16
1586,1586,Basic,499,0,2023-11-29
1587,1587,Enterprise,199,0,2024-08-26
1588,1588,Basic,49,0,2024-10-08
1589,1589,Professional,199,0,2024-03-04
1590,1590,Basic,499,0,2023-12-17
1591,1591,Basic,999,0,2024-10-28
1592,1592,Enterprise,999,1,2024-04-15
1593,1593,Professional,999,0,2023-05-07
1594,1594,Basic,49,0,2024-03-08
1595,1595,Enterprise,199,0,2023-11-07
1596,1596,Professional,199,1,2024-07-03
1597,1597,Basic,99,0,2024-11-13
1598,1598,Enterprise,999,0,2024-10-01
1599,1599,Basic,99,1,2024-06-24
1600,1600,Enterprise,199,1,2024-10-31
1601,1601,Enterprise,49,0,2024-05-15
1602,1602,Professional,199,0,2023-04-01
1603,1603,Basic,999,0,2024-11-05
1604,1604,Professional,499,0,2024-10-22
1605,1605,Basic,199,0,2023-12-02
1606,1606,Basic,99,0,2024-10-31
1607,1607,Basic,499,0,2023-09-06
1608,1608,Basic,49,0,2024-10-03
1609,1609,Professional,99,0,2023-08-24
1610,1610,Professional,99,0,2023-08-22
1611,1611,Basic,999,0,2023-06-11
1612,1612,Basic,199,0,2024-04-10
1613,1613,Enterprise,199,0,2024-05-08
1614,1614,Professional,49,0,2023-09-20
1615,1615,Basic,499,0,2024-05-13
1616,1616,Enterprise,199,0,2024-08-10
1617,1617,Enterprise,999,0,2023-01-12
1618,1618,Professional,499,1,2023-03-27
1619,1619,Basic,99,0,2023-04-15
1620,1620,Professional,199,0,2023-12-20
1621,1621,Professional,49,0,2023-03-28
1622,1622,Enterprise,999,1,2023-02-11
1623,1623,Enterprise,499,1,2024-09-17
1624,1624,Professional,99,0,2023-11-22
1625,1625,Basic,99,0,2023-08-09
1626,1626,Basic,499,0,2024-09-28
1627,1627,Enterprise,49,0,2023-11-28
1628,1628,Professional,99,0,2023-08-16
1629,1629,Professional,99,0,2024-03-02
1630,1630,Professional,49,0,2023-06-16
1631,1631,Enterprise,999,0,2024-02-11
1632,1632,Basic,999,0,2024-02-18
1633,1633,Professional,49,0,2023-12-20
1634,1634,Basic,999,0,2023-06-29
1635,1635,Basic,99,1,2024-02-15
1636,1636,Professional,49,0,2023-09-23
1637,1637,Professional,49,0,2024-01-02
1638,1638,Professional,199,0,2024-09-26
1639,1639,Professional,199,1,2023-06-20
1640,1640,Enterprise,49,0,2023-10-24
1641,1641,Professional,199,0,2023-12-15
1642,1642,Basic,499,1,2024-09-22
1643,1643,Basic,49,1,2023-12-07
1644,1644,Enterprise,499,0,2024-01-29
1645,1645,Professional,499,0,2023-05-02
1646,1646,Basic,99,0,2023-07-29
1647,1647,Enterprise,199,0,2023-03-21
1648,1648,Professional,999,0,2023-06-14
1649,1649,Professional,49,0,2023-11-15
1650,1650,Basic,999,1,2023-03-21
1651,1651,Basic,499,0,2024-01-13
1652,1652,Basic,999,1,2024-06-29
1653,1653,Professional,199,0,2023-08-22
1654,1654,Professional,49,0,2023-05-29
1655,1655,Enterprise,499,0,2023-03-10
1656,1656,Professional,99,0,2023-07-03
1657,1657,Enterprise,999,0,2023-10-20
1658,1658,Professional,499,0,2024-02-16
1659,1659,Basic,49,1,2023-06-03
1660,1660,Enterprise,199,0,2023-06-08
1661,1661,Basic,499,0,2024-08-08
1662,1662,Professional,199,0,2023-11-30
1663,1663,Enterprise,99,0,2024-11-18
1664,1664,Basic,99,0,2023-12-19
1665,1665,Basic,199,1,2024-09-17
1666,1666,Professional,999,1,2023-09-12
1667,1667,Professional,999,0,2023-03-10
1668,1668,Basic,99,0,2024-07-19
1669,1669,Professional,999,0,2024-10-01
1670,1670,Professional,199,0,2024-02-19
1671,1671,Professional,99,0,2024-10-14
1672,1672,Enterprise,49,0,2023-11-07
1673,1673,Professional,49,0,2024-04-17
1674,1674,Enterprise,499,0,2023-12-02
1675,1675,Enterprise,99,0,2023-06-19
1676,1676,Basic,99,1,2023-02-26
1677,1677,Enterprise,49,0,2024-01-08
1678,1678,Enterprise,499,0,2024-02-22
1679,1679,Professional,49,0,2023-09-13
1680,1680,Basic,999,0,2023-06-30
1681,1681,Basic,499,0,2024-04-17
1682,1682,Professional,49,0,2023-12-14
1683,1683,Enterprise,49,0,2023-11-04
1684,1684,Enterprise,199,0,2024-07-07
1685,1685,Basic,199,0,2023-02-14
1686,1686,Enterprise,999,0,2024-08-26
1687,1687,Basic,199,0,2023-01-19
1688,1688,Enterprise,199,0,2024-11-10
1689,1689,Professional,999,1,2023-06-19
1690,1690,Enterprise,999,0,2024-01-26
1691,1691,Enterprise,499,1,2024-01-20
1692,1692,Enterprise,499,1,2024-08-24
1693,1693,Enterprise,499,0,2024-10-15
1694,1694,Basic,199,0,2024-11-10
1695,1695,Professional,999,0,2023-01-11
1696,1696,Enterprise,199,0,2024-10-01
1697,1697,Basic,499,0,2024-09-08
1698,1698,Enterprise,49,0,2023-05-22
1699,1699,Enterprise,999,1,2024-07-20
1700,1700,Basic,49,0,2023-03-29
1701,1701,Basic,199,1,2024-05-11
1702,1702,Basic,49,0,2023-04-25
1703,1703,Enterprise,49,0,2023-10-05
1704,1704,Enterprise,499,1,2023-03-18
1705,1705,Basic,999,0,2023-06-21
1706,1706,Basic,499,0,2024-08-10
1707,1707,Basic,49,1,2023-06-04
1708,1708,Enterprise,499,0,2023-09-16
1709,1709,Basic,199,0,2024-09-26
1710,1710,Enterprise,999,1,2024-02-12
1711,1711,Basic,999,0,2023-06-19
1712,1712,Basic,499,0,2023-04-09
1713,1713,Enterprise,999,0,2023-04-29
1714,1714,Basic,49,0,2023-01-08
1715,1715,Enterprise,999,0,2024-10-16
1716,1716,Basic,499,0,2024-07-07
1717,1717,Professional,199,0,2024-04-30
1718,1718,Enterprise,999,0,2024-01-31
1719,1719,Professional,49,0,2024-01-17
1720,1720,Enterprise,99,0,2024-06-10
1721,1721,Enterprise,49,0,2023-02-21
1722,1722,Enterprise,999,0,2023-09-17
1723,1723,Professional,499,0,2024-07-06
1724,1724,Basic,999,0,2023-10-26
1725,1725,Basic,99,0,2024-06-21
1726,1726,Enterprise,49,0,2024-07-14
1727,1727,Enterprise,199,1,2023-01-15
1728,1728,Enterprise,199,0,2023-02-14
1729,1729,Professional,49,0,2024-02-05
1730,1730,Basic,99,1,2023-01-30
1731,1731,Enterprise,499,0,2023-11-26
1732,1732,Professional,199,0,2023-11-10
1733,1733,Enterprise,999,0,2023-01-29
1734,1734,Basic,499,1,2024-10-19
1735,1735,Professional,199,0,2023-08-19
1736,1736,Enterprise,999,0,2023-05-08
1737,1737,Enterprise,199,0,2024-04-19
1738,1738,Basic,999,0,2023-05-12
1739,1739,Basic,499,0,2023-01-01
1740,1740,Professional,499,0,2024-11-28
1741,1741,Professional,499,0,2023-05-12
1742,1742,Enterprise,199,0,2024-04-11
1743,1743,Professional,99,0,2024-06-24
1744,1744,Enterprise,99,0,2023-11-07
1745,1745,Basic,199,0,2024-10-29
1746,1746,Professional,99,0,2024-02-05
1747,1747,Basic,499,0,2023-12-19
1748,1748,Professional,99,0,2023-06-05
1749,1749,Basic,199,0,2023-11-28
1750,1750,Basic,49,0,2023-04-12
1751,1751,Professional,199,0,2023-12-01
1752,1752,Enterprise,999,0,2023-09-07
1753,1753,Basic,49,1,2023-06-14
1754,1754,Enterprise,499,1,2023-10-13
1755,1755,Basic,99,0,2024-10-25
1756,1756,Enterprise,499,0,2024-03-31
1757,1757,Enterprise,999,0,2023-02-12
1758,1758,Enterprise,49,0,2024-04-04
1759,1759,Basic,199,0,2023-06-24
1760,1760,Professional,99,0,2024-04-19
1761,1761,Enterprise,999,0,2024-07-12
1762,1762,Basic,999,0,2023-08-23
1763,1763,Enterprise,999,1,2023-02-16
1764,1764,Basic,999,0,2023-01-06
1765,1765,Professional,499,0,2023-09-27
1766,1766,Enterprise,999,0,2024-07-18
1767,1767,Basic,199,0,2023-11-05
1768,1768,Professional,499,0,2023-08-12
1769,1769,Enterprise,99,0,2024-05-27
1770,1770,Professional,99,0,2023-12-30
1771,1771,Enterprise,499,0,2023-02-03
1772,1772,Basic,49,0,2023-06-21
1773,1773,Professional,199,0,2023-08-28
1774,1774,Basic,999,0,2023-10-15
1775,1775,Professional,199,0,2023-11-28
1776,1776,Professional,999,0,2024-05-17
1777,1777,Professional,999,1,2024-09-19
1778,1778,Professional,99,0,2024-09-03
1779,1779,Basic,999,0,2023-02-01
1780,1780,Enterprise,499,0,2023-09-22
1781,1781,Professional,199,0,2024-08-28
1782,1782,Enterprise,999,0,2024-06-09
1783,1783,Professional,999,0,2024-05-25
1784,1784,Enterprise,199,0,2023-09-07
1785,1785,Basic,49,1,2024-10-14
1786,1786,Professional,499,0,2023-01-16
1787,1787,Enterprise,499,0,2023-09-17
1788,1788,Basic,49,0,2024-06-04
1789,1789,Professional,199,0,2024-10-14
1790,1790,Basic,999,0,2023-03-19
1791,1791,Professional,99,0,2023-12-26
1792,1792,Enterprise,499,0,2024-04-24
1793,1793,Basic,199,0,2023-04-05
1794,1794,Enterprise,49,0,2023-03-28
1795,1795,Professional,99,0,2023-04-13
1796,1796,Basic,999,0,2023-02-09
1797,1797,Professional,499,0,2023-08-16
1798,1798,Professional,999,1,2024-08-20
1799,1799,Basic,99,0,2023-12-09
1800,1800,Professional,999,0,2023-06-19
1801,1801,Basic,49,0,2024-01-14
1802,1802,Professional,999,0,2023-04-23
1803,1803,Professional,999,0,2024-08-02
1804,1804,Professional,499,0,2024-05-03
1805,1805,Basic,999,0,2024-02-16
1806,1806,Enterprise,499,0,2023-01-12
1807,1807,Basic,49,0,2024-01-08
1808,1808,Basic,499,0,2023-05-12
1809,1809,Basic,999,0,2023-06-17
1810,1810,Professional,49,0,2023-03-02
1811,1811,Basic,499,0,2024-05-19
1812,1812,Basic,49,0,2023-05-25
1813,1813,Professional,199,0,2024-03-29
1814,1814,Enterprise,199,1,2023-02-20
1815,1815,Professional,199,0,2023-02-11
1816,1816,Basic,99,0,2023-01-26
1817,1817,Professional,49,0,2024-04-08
1818,1818,Professional,999,1,2023-09-21
1819,1819,Professional,999,0,2023-01-26
1820,1820,Professional,199,0,2024-11-25
1821,1821,Basic,199,1,2024-02-11
1822,1822,Enterprise,99,0,2023-12-26
1823,1823,Basic,49,0,2023-10-17
1824,1824,Enterprise,99,0,2024-10-25
1825,1825,Basic,999,0,2023-12-24
1826,1826,Enterprise,999,1,2024-01-12
1827,1827,Professional,99,0,2023-05-04
1828,1828,Enterprise,49,0,2024-11-30
1829,1829,Enterprise,499,0,2024-08-04
1830,1830,Professional,49,0,2024-05-28
1831,1831,Enterprise,99,0,2023-09-04
1832,1832,Enterprise,499,1,2023-03-03
1833,1833,Basic,49,1,2023-09-10
1834,1834,Enterprise,199,0,2024-01-03
1835,1835,Professional,999,0,2023-03-09
1836,1836,Enterprise,49,0,2024-02-16
1837,1837,Professional,99,1,2023-01-27
1838,1838,Enterprise,999,0,2024-01-05
1839,1839,Basic,99,0,2023-08-24
1840,1840,Basic,99,0,2024-09-28
1841,1841,Professional,49,0,2023-06-11
1842,1842,Professional,499,0,2023-09-30
1843,1843,Enterprise,49,0,2023-11-24
1844,1844,Enterprise,199,0,2023-03-03
1845,1845,Basic,999,0,2023-11-03
1846,1846,Professional,99,0,2023-04-28
1847,1847,Basic,999,0,2024-09-18
1848,1848,Professional,499,0,2023-02-16
1849,1849,Professional,199,1,2023-05-14
1850,1850,Enterprise,49,0,2024-11-16
1851,1851,Professional,199,0,2024-09-15
1852,1852,Professional,199,0,2023-03-27
1853,1853,Enterprise,199,0,2024-02-01
1854,1854,Professional,999,0,2023-06-17
1855,1855,Enterprise,199,1,2024-11-24
1856,1856,Enterprise,99,0,2024-02-13
1857,1857,Enterprise,499,0,2024-09-10
1858,1858,Basic,199,0,2023-01-13
1859,1859,Basic,999,0,2024-09-28
1860,1860,Professional,499,0,2024-09-27
1861,1861,Professional,199,1,2024-07-03
1862,1862,Enterprise,199,0,2023-01-15
1863,1863,Professional,999,1,2024-06-06
1864,1864,Basic,999,0,2023-03-10
1865,1865,Professional,499,1,2023-12-15
1866,1866,Professional,499,0,2023-08-21
1867,1867,Enterprise,99,0,2024-02-01
1868,1868,Basic,199,1,2023-11-22
1869,1869,Basic,199,0,2023-05-29
1870,1870,Basic,49,0,2023-10-05
1871,1871,Enterprise,999,0,2023-06-29
1872,1872,Professional,499,0,2024-06-22
1873,1873,Enterprise,49,1,2023-08-07
1874,1874,Basic,49,0,2023-07-26
1875,1875,Professional,499,1,2023-08-09
1876,1876,Enterprise,49,0,2024-03-18
1877,1877,Basic,499,1,2024-04-19
1878,1878,Enterprise,199,0,2023-02-20
1879,1879,Enterprise,99,0,2024-07-18
1880,1880,Enterprise,999,0,2023-01-25
1881,1881,Enterprise,99,0,2024-07-18
1882,1882,Enterprise,99,0,2023-07-23
1883,1883,Enterprise,199,0,2023-02-18
1884,1884,Enterprise,499,1,2023-03-12
1885,1885,Enterprise,999,0,2023-08-01
1886,1886,Professional,49,0,2023-08-02
1887,1887,Enterprise,199,0,2024-10-24
1888,1888,Professional,99,0,2023-03-22
1889,1889,Basic,499,0,2023-11-05
1890,1890,Basic,999,1,2024-10-08
1891,1891,Enterprise,999,0,2024-08-28
1892,1892,Basic,999,1,2023-11-01
1893,1893,Basic,99,0,2024-10-29
1894,1894,Professional,49,0,2024-03-02
1895,1895,Professional,999,0,2023-12-08
1896,1896,Basic,499,0,2023-10-06
1897,1897,Professional,499,0,2024-06-09
1898,1898,Enterprise,499,0,2023-09-10
1899,1899,Basic,99,0,2023-10-16
1900,1900,Basic,99,0,2023-11-20
1901,1901,Professional,999,1,2023-11-21
1902,1902,Professional,49,0,2024-03-21
1903,1903,Professional,199,0,2023-09-20
1904,1904,Basic,499,0,2023-06-01
1905,1905,Basic,49,0,2024-01-02
1906,1906,Enterprise,999,0,2023-08-27
1907,1907,Basic,199,1,2024-01-21
1908,1908,Professional,499,0,2024-07-19
1909,1909,Professional,999,0,2024-11-13
1910,1910,Professional,99,0,2024-08-18
1911,1911,Enterprise,99,0,2024-09-19
1912,1912,Professional,499,1,2024-08-11
1913,1913,Enterprise,499,0,2023-02-27
1914,1914,Enterprise,199,0,2024-01-06
1915,1915,Enterprise,999,0,2024-08-01
1916,1916,Professional,999,0,2023-07-07
1917,1917,Professional,49,1,2024-06-14
1918,1918,Professional,999,1,2023-03-07
1919,1919,Enterprise,99,0,2023-05-13
1920,1920,Professional,499,0,2023-06-08
1921,1921,Basic,99,1,2024-02-14
1922,1922,Professional,99,0,2024-06-06
1923,1923,Professional,99,0,2023-07-28
1924,1924,Professional,999,0,2023-06-20
1925,1925,Professional,999,0,2023-03-09
1926,1926,Professional,99,0,2023-08-25
1927,1927,Basic,499,0,2023-01-09
1928,1928,Professional,99,0,2024-01-24
1929,1929,Enterprise,999,1,2023-02-14
1930,1930,Enterprise,99,0,2023-12-23
1931,1931,Basic,199,0,2024-03-06
1932,1932,Professional,199,0,2023-06-12
1933,1933,Professional,199,1,2023-06-22
1934,1934,Enterprise,99,0,2024-08-21
1935,1935,Basic,199,0,2023-06-27
1936,1936,Enterprise,999,0,2023-07-13
