customer_id,region,segment,signup_date
789,France,SMB,2023-04-09
790,Spain,SMB,2024-03-23
791,UK,SMB,2023-11-27
792,Spain,Mid-Market,2024-10-17
793,UK,SMB,2023-11-29
794,UK,SMB,2023-10-10
795,Germany,Mid-Market,2023-09-10
796,Spain,SMB,2024-09-21
797,UK,Mid-Market,2023-06-29
798,Germany,SMB,2024-03-06
799,Spain,Mid-Market,2023-01-27
800,France,SMB,2023-08-12
801,Spain,SMB,2023-02-03
802,Spain,SMB,2024-11-22
803,Germany,SMB,2024-08-04
804,France,Mid-Market,2024-01-23
805,Germany,SMB,2023-10-27
806,UK,SMB,2024-08-02
807,Germany,SMB,2023-07-08
808,Germany,SMB,2023-05-10
809,Spain,SMB,2023-03-29
810,France,Mid-Market,2023-11-02
811,Germany,Enterprise,2023-11-17
812,UK,Mid-Market,2023-04-18
813,Germany,Enterprise,2023-07-14
814,Ireland,Enterprise,2024-10-17
815,France,SMB,2023-04-06
816,Ireland,Mid-Market,2023-12-27
817,Spain,Mid-Market,2024-04-12
818,UK,SMB,2024-08-23
819,France,SMB,2024-06-05
820,France,Mid-Market,2024-03-10
821,Germany,Mid-Market,2024-07-22
822,France,SMB,2023-10-07
823,Spain,Mid-Market,2024-11-04
824,France,Enterprise,2023-01-22
825,Ireland,Mid-Market,2023-05-28
826,Spain,SMB,2024-11-29
827,France,SMB,2024-08-21
828,France,Enterprise,2023-11-06
829,Germany,SMB,2024-09-07
830,Ireland,SMB,2023-12-21
831,Spain,Enterprise,2023-10-18
832,Ireland,SMB,2024-05-22
833,Ireland,SMB,2024-08-30
834,Germany,SMB,2024-06-11
835,Ireland,SMB,2024-03-12
836,France,Mid-Market,2023-01-29
837,Spain,SMB,2023-07-23
838,France,SMB,2023-04-12
839,Spain,SMB,2023-03-27
840,Spain,Mid-Market,2023-07-30
841,Germany,SMB,2023-10-26
842,Germany,SMB,2024-03-14
843,Germany,SMB,2024-03-02
844,France,SMB,2023-08-08
845,France,Mid-Market,2024-01-11
846,France,Mid-Market,2024-10-13
847,Spain,SMB,2023-09-26
848,Ireland,Enterprise,2023-09-17
849,UK,SMB,2024-03-13
850,UK,SMB,2024-01-02
851,Spain,SMB,2023-06-13
852,Germany,SMB,2024-02-18
853,Ireland,SMB,2024-09-09
854,France,SMB,2023-11-16
855,Ireland,Enterprise,2023-06-18
856,Spain,SMB,2024-11-03
857,France,Mid-Market,2024-03-02
858,UK,Mid-Market,2023-10-18
859,France,SMB,2023-10-10
860,Germany,SMB,2023-07-06
861,UK,SMB,2024-05-03
862,Germany,Mid-Market,2023-09-25
863,Spain,SMB,2024-03-17
864,France,SMB,2024-08-20
865,Spain,SMB,2023-02-02
866,Germany,SMB,2023-09-03
867,Ireland,SMB,2023-04-27
868,France,SMB,2023-09-16
869,Spain,Enterprise,2023-12-30
870,France,SMB,2023-07-15
871,UK,Mid-Market,2023-05-14
872,Spain,SMB,2023-05-24
873,Ireland,SMB,2024-03-04
874,Spain,SMB,2023-11-26
875,Spain,SMB,2024-01-22
876,Germany,SMB,2024-09-14
877,UK,SMB,2024-11-21
878,Spain,Enterprise,2023-01-09
879,Ireland,Enterprise,2024-09-05
880,Spain,SMB,2023-09-23
881,Ireland,Enterprise,2023-12-11
882,Ireland,SMB,2023-06-20
883,Spain,SMB,2024-10-19
884,France,Mid-Market,2023-06-04
885,France,SMB,2023-11-19
886,Spain,SMB,2024-06-20
887,UK,Mid-Market,2024-01-05
888,Ireland,Mid-Market,2023-05-27
889,Spain,SMB,2023-08-21
890,Germany,SMB,2024-03-14
891,Ireland,Mid-Market,2024-11-22
892,UK,Mid-Market,2023-05-07
893,Spain,Mid-Market,2023-11-06
894,France,Mid-Market,2023-08-02
895,Ireland,SMB,2024-10-07
896,Germany,SMB,2023-06-07
897,Ireland,Mid-Market,2024-09-06
898,Germany,Mid-Market,2024-03-10
899,Germany,Mid-Market,2023-04-19
900,Spain,SMB,2023-12-09
901,France,SMB,2024-06-20
902,Germany,SMB,2024-07-03
903,Germany,SMB,2023-12-21
904,Ireland,SMB,2023-12-10
905,France,SMB,2024-05-22
906,Spain,Mid-Market,2023-01-25
907,Germany,SMB,2024-03-14
908,Spain,SMB,2024-09-25
909,UK,Mid-Market,2023-10-01
910,Ireland,Mid-Market,2024-05-30
911,France,SMB,2023-05-23
912,Spain,SMB,2024-10-19
913,Spain,Mid-Market,2023-04-05
914,Ireland,SMB,2023-09-24
915,Spain,SMB,2024-10-14
916,France,SMB,2024-07-25
917,UK,Mid-Market,2023-03-30
918,Ireland,SMB,2024-10-26
919,Germany,SMB,2024-08-16
920,Germany,SMB,2024-04-11
921,France,Mid-Market,2023-07-02
922,Germany,Mid-Market,2023-05-24
923,UK,SMB,2023-06-22
924,UK,SMB,2024-06-01
925,Ireland,SMB,2024-11-16
926,UK,SMB,2023-03-16
927,Spain,Mid-Market,2023-08-10
928,Germany,Mid-Market,2024-09-12
929,France,Mid-Market,2024-01-22
930,Ireland,SMB,2023-08-18
931,Germany,Mid-Market,2024-11-20
932,Ireland,SMB,2024-01-24
933,Germany,Mid-Market,2024-03-22
934,Ireland,SMB,2024-09-19
935,UK,SMB,2024-08-04
936,Germany,Mid-Market,2023-12-27
937,France,SMB,2023-01-01
938,Ireland,SMB,2023-03-23
939,Ireland,SMB,2024-01-27
940,Spain,Mid-Market,2024-07-21
941,Spain,Mid-Market,2024-04-29
942,Germany,SMB,2024-03-17
943,UK,Mid-Market,2024-08-15
944,Ireland,SMB,2024-03-01
945,France,SMB,2023-10-05
946,Germany,SMB,2024-06-13
947,France,SMB,2023-03-23
948,France,SMB,2024-03-14
949,UK,SMB,2024-04-16
950,Spain,Mid-Market,2023-06-20
951,UK,Mid-Market,2024-05-13
952,UK,Enterprise,2023-10-23
953,Ireland,Mid-Market,2023-12-29
954,Ireland,SMB,2023-10-25
955,France,Mid-Market,2023-03-06
956,Germany,SMB,2024-11-27
957,Spain,Mid-Market,2023-07-31
958,UK,Mid-Market,2023-06-07
959,Ireland,Mid-Market,2024-03-15
960,Ireland,SMB,2023-04-24
961,Spain,SMB,2023-11-17
962,Spain,SMB,2023-03-02
963,France,Enterprise,2023-06-20
964,France,Mid-Market,2023-04-18
965,Germany,Mid-Market,2024-03-09
966,Ireland,Mid-Market,2024-03-13
967,UK,SMB,2023-04-07
968,France,Enterprise,2023-04-07
969,Ireland,Mid-Market,2023-05-10
970,Spain,SMB,2023-03-20
971,Ireland,Enterprise,2024-10-24
972,UK,Enterprise,2024-09-08
973,UK,SMB,2023-08-14
974,Ireland,SMB,2023-07-10
975,Germany,Mid-Market,2024-05-08
976,France,SMB,2023-01-13
977,UK,SMB,2023-03-15
978,Spain,SMB,2024-03-04
979,Ireland,SMB,2023-11-14
980,Spain,SMB,2023-04-04
981,UK,Mid-Market,2023-06-01
982,UK,SMB,2023-04-11
983,Ireland,SMB,2023-05-12
984,Germany,SMB,2023-07-24
985,Germany,SMB,2024-06-21
986,France,Mid-Market,2024-04-24
987,UK,SMB,2024-08-10
988,Germany,Mid-Market,2024-10-27
989,France,Mid-Market,2023-07-08
990,UK,SMB,2024-05-01
991,Ireland,SMB,2024-10-27
992,UK,SMB,2024-07-28
993,UK,Enterprise,2024-02-02
994,France,SMB,2024-08-12
995,France,SMB,2024-07-31
996,Spain,Mid-Market,2023-09-11
997,Germany,SMB,2023-11-18
998,UK,Enterprise,2023-08-26
999,UK,SMB,2023-05-03
1000,Germany,SMB,2023-06-04
1001,Germany,Mid-Market,2023-05-23
1002,Spain,SMB,2023-09-28
1003,UK,SMB,2023-05-29
1004,Spain,SMB,2024-06-09
1005,UK,SMB,2024-09-25
1006,Germany,SMB,2024-05-30
1007,Spain,Mid-Market,2023-05-12
1008,France,Mid-Market,2024-01-27
1009,Ireland,Mid-Market,2023-01-02
1010,France,SMB,2023-07-31
1011,UK,SMB,2024-10-22
1012,France,Enterprise,2023-05-15
1013,Spain,SMB,2024-07-09
1014,Ireland,Mid-Market,2023-10-21
1015,Spain,SMB,2023-02-08
1016,France,Mid-Market,2023-10-25
1017,France,SMB,2023-01-25
1018,France,SMB,2023-12-09
1019,Ireland,Mid-Market,2024-06-13
1020,Germany,SMB,2024-02-06
1021,UK,SMB,2023-06-26
1022,France,SMB,2024-06-08
1023,UK,SMB,2023-10-02
1024,Ireland,SMB,2024-06-29
1025,Ireland,SMB,2024-02-14
1026,UK,SMB,2024-11-28
1027,Germany,Mid-Market,2024-08-16
1028,Spain,SMB,2023-03-29
1029,France,Mid-Market,2024-02-01
1030,Ireland,SMB,2023-06-27
1031,France,Mid-Market,2023-09-12
1032,France,SMB,2023-01-26
1033,Spain,SMB,2023-08-25
1034,Germany,SMB,2023-07-08
1035,Spain,SMB,2023-10-27
1036,France,SMB,2024-11-24
1037,UK,Enterprise,2024-09-06
1038,Germany,Enterprise,2023-06-30
1039,Spain,Enterprise,2024-08-08
1040,Spain,SMB,2023-07-01
1041,France,Enterprise,2023-10-08
1042,Germany,Mid-Market,2023-11-05
1043,Ireland,SMB,2023-04-15
1044,Spain,SMB,2023-01-28
1045,UK,SMB,2023-06-16
1046,Germany,Mid-Market,2024-11-16
1047,Ireland,SMB,2023-05-30
1048,France,SMB,2024-07-14
1049,Ireland,Mid-Market,2023-03-21
1050,Germany,SMB,2024-04-22
1051,Ireland,SMB,2024-05-17
1052,Spain,SMB,2023-02-13
1053,France,SMB,2024-10-29
1054,UK,Mid-Market,2024-02-07
1055,France,SMB,2023-01-19
1056,France,SMB,2024-05-21
1057,UK,SMB,2023-10-24
1058,UK,SMB,2024-03-19
1059,France,Enterprise,2023-03-19
1060,Ireland,SMB,2023-02-27
1061,Germany,SMB,2024-04-28
1062,Ireland,SMB,2024-07-08
1063,Ireland,Mid-Market,2023-08-07
1064,France,SMB,2024-11-24
1065,UK,SMB,2023-02-26
1066,Ireland,SMB,2024-03-01
1067,Ireland,SMB,2023-02-24
1068,UK,SMB,2024-01-03
1069,Ireland,SMB,2023-11-18
1070,UK,Enterprise,2023-11-25
1071,France,Mid-Market,2024-02-27
1072,Ireland,Mid-Market,2024-02-28
1073,Spain,SMB,2023-07-15
1074,Spain,SMB,2023-02-26
1075,Germany,SMB,2023-07-28
1076,France,SMB,2024-02-23
1077,Spain,SMB,2024-10-02
1078,France,SMB,2023-01-27
1079,Ireland,SMB,2024-03-03
1080,France,SMB,2024-05-25
1081,Germany,Enterprise,2024-01-24
1082,France,SMB,2024-02-16
1083,France,SMB,2023-11-07
1084,Ireland,Mid-Market,2023-12-17
1085,UK,SMB,2024-10-19
1086,France,Enterprise,2023-07-15
1087,UK,SMB,2024-04-30
1088,UK,Mid-Market,2023-03-19
1089,Germany,SMB,2023-03-15
1090,Ireland,Mid-Market,2024-01-11
1091,Ireland,SMB,2023-11-21
1092,Germany,SMB,2024-04-30
1093,Germany,SMB,2023-06-17
1094,Spain,Mid-Market,2023-05-21
1095,Germany,Mid-Market,2024-08-11
1096,Germany,Mid-Market,2024-01-02
1097,France,SMB,2024-08-03
1098,Ireland,SMB,2024-05-07
1099,Ireland,SMB,2023-12-02
1100,UK,SMB,2023-04-27
1101,Germany,SMB,2024-08-09
1102,Ireland,SMB,2024-06-15
1103,France,SMB,2024-10-18
1104,Germany,Mid-Market,2023-06-15
1105,France,SMB,2024-08-06
1106,UK,SMB,2023-06-15
1107,UK,SMB,2024-09-26
1108,Germany,SMB,2024-05-28
1109,Spain,Mid-Market,2023-06-30
1110,Germany,SMB,2024-05-07
1111,UK,Mid-Market,2023-07-06
1112,Spain,Mid-Market,2023-06-03
1113,Spain,SMB,2023-02-08
1114,France,Mid-Market,2024-03-17
1115,UK,SMB,2023-04-21
1116,Germany,SMB,2024-02-16
1117,France,SMB,2023-02-20
1118,UK,SMB,2023-09-15
1119,UK,SMB,2024-11-06
1120,Ireland,Enterprise,2024-01-24
1121,UK,Mid-Market,2023-08-24
1122,Germany,SMB,2024-10-17
1123,Spain,SMB,2023-11-07
1124,Germany,Mid-Market,2024-11-28
1125,Germany,SMB,2024-08-31
1126,Spain,SMB,2024-03-23
1127,UK,SMB,2023-09-28
1128,France,SMB,2024-07-02
1129,France,SMB,2023-06-08
1130,Ireland,SMB,2023-08-04
1131,Ireland,Mid-Market,2023-08-08
1132,UK,SMB,2023-10-10
1133,Ireland,Mid-Market,2023-05-09
1134,Spain,Mid-Market,2024-09-28
1135,UK,Mid-Market,2024-08-21
1136,France,Mid-Market,2024-01-03
1137,Germany,Enterprise,2024-09-19
1138,Germany,Mid-Market,2023-11-27
1139,Ireland,SMB,2024-04-02
1140,Ireland,SMB,2023-07-26
1141,UK,SMB,2023-10-26
1142,Germany,SMB,2023-04-13
1143,Germany,SMB,2023-01-07
1144,UK,Enterprise,2024-03-30
1145,France,SMB,2023-11-29
1146,France,SMB,2024-08-14
1147,Germany,SMB,2024-09-10
1148,France,SMB,2023-10-19
1149,Ireland,SMB,2023-03-07
1150,Spain,SMB,2024-08-19
1151,Germany,Mid-Market,2024-07-14
1152,Germany,Mid-Market,2024-05-09
1153,Ireland,Mid-Market,2023-08-17
1154,France,SMB,2023-12-03
1155,Germany,SMB,2023-12-28
1156,Ireland,SMB,2023-01-29
1157,UK,SMB,2023-09-17
1158,France,Mid-Market,2023-03-16
1159,UK,SMB,2024-03-04
1160,France,Mid-Market,2023-11-09
1161,Ireland,Enterprise,2024-06-03
1162,Spain,Enterprise,2024-10-10
1163,Germany,SMB,2023-07-23
1164,Spain,SMB,2024-01-21
1165,Germany,SMB,2023-10-27
1166,UK,SMB,2023-06-21
1167,Spain,Mid-Market,2023-02-27
1168,Ireland,Mid-Market,2023-10-13
1169,Ireland,Mid-Market,2024-07-18
1170,UK,Mid-Market,2024-04-28
1171,UK,SMB,2023-04-10
1172,Spain,SMB,2024-09-17
1173,UK,SMB,2023-11-25
1174,Germany,SMB,2023-11-24
1175,Germany,SMB,2024-11-12
1176,Ireland,SMB,2024-08-31
1177,UK,Mid-Market,2024-11-19
1178,Spain,SMB,2024-09-10
1179,Spain,Mid-Market,2023-05-24
1180,Ireland,SMB,2024-01-04
1181,Germany,Mid-Market,2024-03-21
1182,UK,SMB,2023-04-09
1183,UK,Enterprise,2023-08-21
1184,Ireland,SMB,2023-08-14
1185,Germany,SMB,2024-09-23
1186,Germany,SMB,2024-09-06
1187,Germany,SMB,2024-08-28
1188,France,Mid-Market,2024-06-07
1189,Spain,SMB,2023-01-24
1190,UK,SMB,2024-05-10
1191,Germany,SMB,2023-07-11
1192,UK,Mid-Market,2023-08-20
1193,Ireland,SMB,2024-03-12
1194,Ireland,Mid-Market,2023-05-29
1195,UK,SMB,2024-07-09
1196,Germany,SMB,2023-03-17
1197,Spain,SMB,2023-09-24
1198,UK,SMB,2024-11-03
1199,Germany,SMB,2023-05-10
1200,Spain,Mid-Market,2024-01-24
1201,France,SMB,2023-02-07
1202,Ireland,Mid-Market,2024-03-29
1203,Ireland,SMB,2023-01-13
1204,Ireland,Enterprise,2023-11-28
1205,Spain,SMB,2024-01-22
1206,Spain,SMB,2023-06-10
1207,France,SMB,2024-07-04
1208,France,SMB,2024-05-12
1209,UK,Mid-Market,2023-11-21
1210,Ireland,SMB,2024-05-30
1211,Germany,SMB,2024-06-24
1212,Ireland,Mid-Market,2024-02-05
1213,Spain,SMB,2024-11-23
1214,Ireland,Mid-Market,2024-06-13
1215,Ireland,Enterprise,2023-11-22
1216,France,SMB,2023-07-21
1217,Spain,SMB,2024-01-18
1218,UK,SMB,2024-06-07
1219,Germany,SMB,2023-10-15
1220,France,Mid-Market,2024-10-10
1221,Germany,SMB,2023-04-13
1222,Spain,Mid-Market,2024-04-07
1223,UK,Mid-Market,2024-09-25
1224,Ireland,SMB,2024-02-24
1225,Germany,SMB,2023-10-15
1226,Spain,Mid-Market,2024-05-22
1227,UK,SMB,2023-02-22
1228,Germany,Mid-Market,2024-05-10
1229,France,SMB,2024-09-04
1230,Germany,SMB,2023-05-10
1231,UK,SMB,2023-02-28
1232,Germany,Mid-Market,2023-05-19
1233,UK,SMB,2024-04-27
1234,Spain,Mid-Market,2024-02-16
1235,UK,Mid-Market,2023-07-30
1236,Spain,Mid-Market,2024-06-04
1237,Spain,SMB,2023-08-31
1238,UK,Mid-Market,2023-03-08
1239,UK,SMB,2024-02-11
1240,France,SMB,2023-06-07
1241,Germany,SMB,2023-10-10
1242,UK,Enterprise,2023-08-02
1243,Germany,SMB,2024-01-15
1244,UK,SMB,2024-08-27
1245,UK,Mid-Market,2024-10-09
1246,France,SMB,2023-09-18
1247,UK,SMB,2023-01-07
1248,France,SMB,2023-02-22
1249,UK,SMB,2024-02-13
1250,UK,Enterprise,2024-08-17
1251,Spain,SMB,2023-10-17
1252,Germany,Mid-Market,2023-06-22
1253,France,SMB,2023-02-08
1254,France,SMB,2023-10-11
1255,Ireland,Mid-Market,2023-12-05
1256,Germany,Enterprise,2024-09-10
1257,Germany,SMB,2024-01-02
1258,UK,Enterprise,2024-03-19
1259,Spain,SMB,2023-06-04
1260,Spain,SMB,2024-07-22
1261,Germany,Enterprise,2024-04-07
1262,Ireland,SMB,2023-06-01
1263,Germany,Mid-Market,2023-10-29
1264,France,Mid-Market,2023-06-10
1265,Ireland,SMB,2023-04-23
1266,Spain,SMB,2023-04-25
1267,UK,Mid-Market,2023-08-21
1268,Ireland,SMB,2023-08-05
1269,Spain,SMB,2023-12-26
1270,France,SMB,2023-06-29
1271,Spain,Enterprise,2024-07-23
1272,France,SMB,2024-07-20
1273,Ireland,SMB,2023-11-29
1274,UK,SMB,2023-04-03
1275,Ireland,Mid-Market,2023-05-20
1276,Germany,SMB,2023-03-26
1277,Germany,SMB,2024-10-14
1278,Germany,Mid-Market,2024-02-26
1279,Spain,Mid-Market,2024-08-20
1280,Ireland,Enterprise,2023-08-26
1281,France,Mid-Market,2024-07-29
1282,France,Enterprise,2023-07-27
1283,Spain,SMB,2024-09-03
1284,Ireland,SMB,2024-11-18
1285,UK,Mid-Market,2024-06-01
1286,UK,SMB,2023-07-01
1287,Ireland,SMB,2023-03-27
1288,France,SMB,2024-08-04
1289,Ireland,Enterprise,2023-08-09
1290,Spain,SMB,2023-11-27
1291,France,Mid-Market,2023-04-23
1292,France,SMB,2023-02-13
1293,UK,SMB,2024-05-26
1294,Germany,SMB,2023-06-26
1295,Germany,Mid-Market,2024-01-14
1296,France,SMB,2023-07-23
1297,UK,SMB,2023-11-16
1298,France,SMB,2023-10-22
1299,UK,Mid-Market,2023-05-09
1300,France,SMB,2024-06-20
1301,Ireland,Enterprise,2023-01-11
1302,France,Mid-Market,2024-03-16
1303,Spain,SMB,2023-03-21
1304,Germany,SMB,2023-05-08
1305,Ireland,SMB,2023-07-15
1306,Spain,Enterprise,2024-02-09
1307,Spain,Mid-Market,2023-10-24
1308,UK,SMB,2024-09-06
1309,Germany,SMB,2023-11-20
1310,Spain,SMB,2024-03-30
1311,Ireland,SMB,2024-06-13
1312,Ireland,SMB,2023-12-06
1313,Ireland,Mid-Market,2024-04-19
1314,France,Enterprise,2024-10-18
1315,Spain,SMB,2023-01-06
1316,Spain,SMB,2024-10-27
1317,Spain,Enterprise,2024-09-23
1318,Ireland,Mid-Market,2023-03-07
1319,Ireland,SMB,2023-10-16
1320,Ireland,SMB,2023-06-01
1321,Ireland,Mid-Market,2024-07-13
1322,Germany,SMB,2023-06-26
1323,Ireland,SMB,2023-07-21
1324,France,Enterprise,2024-07-08
1325,Spain,SMB,2024-01-25
1326,Spain,SMB,2023-02-20
1327,UK,Mid-Market,2023-10-29
1328,Germany,SMB,2024-07-04
1329,Ireland,Enterprise,2024-02-29
1330,Spain,SMB,2024-11-30
1331,Germany,SMB,2023-11-19
1332,Ireland,Mid-Market,2023-03-12
1333,UK,SMB,2023-02-12
1334,UK,Mid-Market,2023-03-06
1335,UK,SMB,2024-07-26
1336,France,Mid-Market,2023-03-23
1337,France,SMB,2023-01-24
1338,Spain,SMB,2024-06-21
1339,Ireland,SMB,2023-06-12
1340,UK,SMB,2023-02-11
1341,France,Mid-Market,2024-03-06
1342,UK,Mid-Market,2023-02-25
1343,Ireland,SMB,2023-11-04
1344,Ireland,Mid-Market,2023-12-06
1345,France,SMB,2023-05-30
1346,Ireland,SMB,2023-02-17
1347,Spain,Mid-Market,2023-06-14
1348,Spain,SMB,2024-07-31
1349,Ireland,SMB,2024-05-18
1350,Ireland,SMB,2023-06-25
1351,France,Mid-Market,2024-09-28
1352,Ireland,SMB,2024-03-16
1353,Ireland,SMB,2024-07-21
1354,UK,Enterprise,2023-03-01
1355,France,SMB,2023-10-14
1356,UK,Enterprise,2024-02-24
1357,France,SMB,2023-01-28
1358,France,SMB,2023-04-14
1359,UK,SMB,2024-11-09
1360,Ireland,SMB,2023-07-07
1361,Ireland,Enterprise,2023-04-20
1362,UK,SMB,2023-03-06
1363,Ireland,SMB,2024-06-18
1364,UK,SMB,2024-10-12
1365,Spain,SMB,2024-08-15
1366,Spain,SMB,2024-06-25
1367,UK,SMB,2023-05-12
1368,Germany,Mid-Market,2023-08-03
1369,UK,Enterprise,2023-05-10
1370,Spain,SMB,2023-11-02
1371,Spain,SMB,2023-06-15
1372,France,SMB,2023-06-27
1373,Ireland,SMB,2024-11-01
1374,Spain,SMB,2024-08-24
1375,Ireland,SMB,2024-04-21
1376,Germany,Mid-Market,2024-10-27
1377,UK,SMB,2023-01-23
1378,Ireland,Enterprise,2024-02-23
1379,UK,Mid-Market,2023-10-24
1380,UK,SMB,2023-04-15
1381,France,SMB,2023-05-18
1382,Ireland,SMB,2024-03-25
1383,Spain,Enterprise,2023-08-27
1384,UK,SMB,2023-07-05
1385,Spain,SMB,2023-05-16
1386,Ireland,SMB,2024-10-15
1387,Spain,SMB,2023-05-19
1388,Germany,Mid-Market,2023-01-04
1389,France,Mid-Market,2023-08-01
1390,Spain,Mid-Market,2024-05-30
1391,UK,SMB,2024-04-20
1392,Ireland,SMB,2024-03-17
1393,Spain,Mid-Market,2023-05-22
1394,Ireland,Mid-Market,2023-06-07
1395,UK,SMB,2023-02-12
1396,Germany,Mid-Market,2023-03-04
1397,Ireland,Enterprise,2023-11-28
1398,Ireland,Mid-Market,2024-04-07
1399,Ireland,SMB,2024-08-09
1400,France,Mid-Market,2023-11-09
1401,Ireland,Mid-Market,2023-12-09
1402,Spain,Enterprise,2024-10-23
1403,France,SMB,2023-12-27
1404,Ireland,SMB,2024-09-16
1405,Spain,SMB,2023-04-21
1406,France,SMB,2023-11-25
1407,UK,Mid-Market,2024-04-13
1408,Germany,Mid-Market,2023-07-28
1409,Germany,Mid-Market,2024-11-10
1410,France,SMB,2024-02-24
1411,France,SMB,2023-12-31
1412,UK,Enterprise,2023-08-17
1413,Ireland,SMB,2023-05-06
1414,Germany,Mid-Market,2024-11-19
1415,Spain,SMB,2024-04-27
1416,UK,Mid-Market,2024-01-21
1417,UK,SMB,2024-04-08
1418,Germany,SMB,2023-10-10
1419,France,SMB,2024-03-22
1420,France,SMB,2023-12-12
1421,Spain,SMB,2024-01-15
1422,Germany,SMB,2023-10-24
1423,Ireland,SMB,2024-10-11
1424,Ireland,Enterprise,2023-07-23
1425,UK,SMB,2023-12-01
1426,Spain,SMB,2023-06-07
1427,Germany,SMB,2023-04-11
1428,UK,Mid-Market,2024-03-22
1429,Germany,SMB,2023-08-10
1430,Ireland,SMB,2024-04-10
1431,UK,Enterprise,2023-12-31
1432,Spain,Mid-Market,2023-12-17
1433,Germany,Mid-Market,2023-04-06
1434,Ireland,SMB,2023-04-28
1435,Germany,SMB,2024-01-25
1436,UK,Mid-Market,2024-09-28
1437,Spain,Mid-Market,2024-08-12
1438,Spain,Mid-Market,2023-02-20
1439,Germany,SMB,2024-11-15
1440,France,SMB,2023-09-30
1441,Germany,Mid-Market,2023-11-26
1442,UK,SMB,2024-03-08
1443,Ireland,Mid-Market,2023-09-14
1444,France,SMB,2023-09-28
1445,UK,Mid-Market,2024-09-05
1446,Spain,SMB,2023-07-18
1447,UK,SMB,2024-07-13
1448,Ireland,Mid-Market,2023-07-22
1449,Germany,SMB,2024-08-13
1450,UK,Mid-Market,2023-08-09
1451,UK,SMB,2024-09-06
1452,France,SMB,2024-03-17
1453,France,SMB,2024-10-28
1454,UK,SMB,2024-05-30
1455,UK,Enterprise,2024-01-30
1456,France,Enterprise,2023-08-28
1457,Germany,SMB,2024-09-21
1458,Spain,SMB,2024-10-01
1459,UK,SMB,2024-05-12
1460,Ireland,Enterprise,2023-02-07
1461,France,Mid-Market,2024-01-18
1462,Ireland,Enterprise,2024-07-30
1463,Ireland,SMB,2023-09-14
1464,Germany,SMB,2024-02-17
1465,France,SMB,2024-07-26
1466,Germany,Mid-Market,2024-07-15
1467,UK,SMB,2023-05-19
1468,UK,SMB,2023-03-29
1469,Ireland,SMB,2024-08-28
1470,Spain,Mid-Market,2023-08-07
1471,Germany,Enterprise,2023-06-30
1472,France,SMB,2024-04-17
1473,Ireland,SMB,2024-04-30
1474,Germany,SMB,2024-09-16
1475,UK,SMB,2023-05-27
1476,UK,SMB,2024-10-29
1477,Spain,SMB,2024-11-10
1478,Germany,SMB,2024-01-14
1479,UK,SMB,2023-12-03
1480,Germany,Mid-Market,2024-07-19
1481,UK,Mid-Market,2024-06-26
1482,Ireland,SMB,2024-01-26
1483,France,Mid-Market,2024-04-08
1484,Germany,SMB,2024-07-15
1485,Spain,SMB,2023-02-28
1486,Ireland,SMB,2023-03-31
1487,Spain,SMB,2023-02-21
1488,Spain,SMB,2024-11-02
1489,Spain,SMB,2023-01-28
1490,France,SMB,2024-09-11
1491,UK,SMB,2024-05-15
1492,Germany,SMB,2024-04-11
1493,Spain,Mid-Market,2024-01-23
1494,Ireland,SMB,2024-01-22
1495,Spain,SMB,2023-08-01
1496,Germany,Mid-Market,2024-03-26
1497,Germany,Enterprise,2023-11-30
1498,France,SMB,2023-11-29
1499,Ireland,SMB,2023-11-21
1500,Spain,Mid-Market,2024-04-16
1501,Germany,SMB,2024-07-17
1502,Spain,SMB,2023-09-05
1503,France,Enterprise,2024-04-14
1504,France,Mid-Market,2023-11-08
1505,Ireland,SMB,2024-03-31
1506,Ireland,SMB,2024-04-26
1507,UK,SMB,2023-07-19
1508,UK,Mid-Market,2023-03-03
1509,UK,Mid-Market,2023-04-25
1510,UK,SMB,2024-01-22
1511,Spain,SMB,2024-09-15
1512,Germany,SMB,2024-03-23
1513,Spain,SMB,2024-04-17
1514,France,Enterprise,2024-05-04
1515,France,Mid-Market,2024-01-22
1516,Spain,SMB,2024-02-15
1517,Germany,Mid-Market,2024-08-05
1518,France,SMB,2024-06-27
1519,UK,SMB,2023-07-03
1520,France,SMB,2024-09-28
1521,Germany,SMB,2023-09-22
1522,France,Mid-Market,2023-01-08
1523,Ireland,SMB,2024-05-31
1524,UK,Mid-Market,2024-03-13
1525,Ireland,Mid-Market,2024-11-25
1526,Ireland,Enterprise,2023-08-19
1527,Spain,SMB,2023-12-11
1528,France,Mid-Market,2024-07-29
1529,France,SMB,2023-02-02
1530,Ireland,SMB,2023-01-29
1531,UK,Mid-Market,2023-07-16
1532,UK,Mid-Market,2024-07-19
1533,UK,SMB,2023-08-17
1534,France,SMB,2023-09-15
1535,Germany,Mid-Market,2023-02-28
1536,Spain,Mid-Market,2023-02-10
1537,Spain,SMB,2024-06-25
1538,Spain,Mid-Market,2023-10-20
1539,Germany,Enterprise,2024-02-24
1540,Spain,SMB,2024-05-02
1541,Germany,SMB,2023-12-25
1542,France,SMB,2024-03-24
1543,Germany,Mid-Market,2023-05-23
1544,Spain,Mid-Market,2023-06-13
1545,Spain,Mid-Market,2024-08-25
1546,France,SMB,2024-08-29
1547,France,SMB,2024-09-15
1548,UK,SMB,2023-11-02
1549,Spain,Enterprise,2024-07-03
